1,2007770
2,2051850
3,2219417
4,2242052
5,2247399
6,2726874
7,6393195
8,6476155
9,6479758
10,6485944
11,6497802
12,6499163
13,6511252
14,6514006
15,6530702
16,6550436
17,6551807
18,7101880
19,7107927
20,7115865
21,7118899
22,7119267
23,7120699
24,7121121
25,7124015
26,7136838
27,7147295
28,7148976
29,7149042
30,7149824
31,7157150
32,7157169
33,7157177
34,7167040
35,7169914
36,7171684
37,7172826
38,7173687
39,7183518
40,7189885
41,7205236
42,7228023
43,7230206
44,7236360
45,7245823
46,7257546
47,7267622
48,7269854
49,7271166
50,7281447
51,7285973
52,7299540
53,7327064
54,7337701
55,7382227
56,7386648
57,7388160
58,7391595
59,7410956
60,7420765
61,7423632
62,7430590
63,7430671
64,7431201
65,7441290
66,7442920
67,7444117
68,7446306
69,7447094
70,7447868
71,7486774
72,7491263
73,7493754
74,7550197
75,20291922
76,20306652
77,20427859
78,20519001
79,20519109
80,25853503
81,26009102
82,26045702
83,27109917
84,28610105
85,28741013
86,29109752
87,29146739
88,30554624
89,30565812
90,30615534
91,48230782
92,60002484
93,60004878
94,60005696
95,60005777
96,60006927
97,60007761
98,60008032
99,60008725
100,60008776
101,60009241
102,60009268
103,60010800
104,60012358
105,60012382
106,60012781
107,60013125
108,60013168
109,60014342
110,60080841
111,60081600
112,60082739
113,60083816
114,60083956
115,60086246
116,60088877
117,60090367
118,60090375
119,60090383
120,60091290
121,60092572
122,60096195
123,60096942
124,60098902
125,60137290
126,60165693
127,60175400
128,60175869
129,60175966
130,60182989
131,60185074
132,60185147
133,60185163
134,60185716
135,60186399
136,60188707
137,60191872
138,60192119
139,60193328
140,60193395
141,60193506
142,60193611
143,60193689
144,60194480
145,60194804
146,60194995
147,60195339
148,60196092
149,60197528
150,60233346
151,60241497
152,60245867
153,60254920
154,60256656
155,60256672
156,60264306
157,60273224
158,60277270
159,60280778
160,60282983
161,60293152
162,60293233
163,60294698
164,60296410
165,60391626
166,60391685
167,60392452
168,60392827
169,60392886
170,60392991
171,60393203
172,60393491
173,60502932
174,60505915
175,60506652
176,60507365
177,60509325
178,60509406
179,60509546
180,60510609
181,60510862
182,60512741
183,60512806
184,60513659
185,60514558
186,60514957
187,60515120
188,60515198
189,60516054
190,60516402
191,60518499
192,60519134
193,60519517
194,60520507
195,60520515
196,60520612
197,60520752
198,60520841
199,60521600
200,60525118
201,60525126
202,60525509
203,60527315
204,60527331
205,60527463
206,60529148
207,60529709
208,60530383
209,60530677
210,60530928
211,60531231
212,60531258
213,60534044
214,60534214
215,60534389
216,60536357
217,60537639
218,60539097
219,60539232
220,60539836
221,60539844
222,60540478
223,60540753
224,60540907
225,60540931
226,60540974
227,60541431
228,60541644
229,60541814
230,60541830
231,60542977
232,60544376
233,60545607
234,60545623
235,60545690
236,60548924
237,60548932
238,60548940
239,60554738
240,60555661
241,60556579
242,60557559
243,60558121
244,60558288
245,60559144
246,60559349
247,60560029
248,60560053
249,60562366
250,60562382
251,60562498
252,60562536
253,60563079
254,60563486
255,60564652
256,60565551
257,60566116
258,60566272
259,60566698
260,60567104
261,60567236
262,60569662
263,60570091
264,60571993
265,60572140
266,60572965
267,60572973
268,60573775
269,60574887
270,60575913
271,60577304
272,60577339
273,60579412
274,60580674
275,60581778
276,60582006
277,60582510
278,60584009
279,60584033
280,60584750
281,60585439
282,60586125
283,60586621
284,60587245
285,60589469
286,60590254
287,60590270
288,60590297
289,60590319
290,60591102
291,60591854
292,60593083
293,60594527
294,60594667
295,60594896
296,60598824
297,60598840
298,60598859
299,60598999
300,60608528
301,60628391
302,60652381
303,60652926
304,60652934
305,60652942
306,60652950
307,60652969
308,60653019
309,60675187
310,60675365
311,60684127
312,60693339
313,60722282
314,60724226
315,60725117
316,60727217
317,60730552
318,60731303
319,60731427
320,60731583
321,60732075
322,60734019
323,60734108
324,60734558
325,60734574
326,60735023
327,60735414
328,60735422
329,60735430
330,60735449
331,60735457
332,60736682
333,60738170
334,60738871
335,60740221
336,60740450
337,60741872
338,60742690
339,60742887
340,60742917
341,60746408
342,60746769
343,60751967
344,60752017
345,60753943
346,60754753
347,60755334
348,60755598
349,60755784
350,60755806
351,60757647
352,60759836
353,60760443
354,60761288
355,60761350
356,60763280
357,60763957
358,60764864
359,60764902
360,60764945
361,60765240
362,60765313
363,60765364
364,60765380
365,60766123
366,60766204
367,60772743
368,60772913
369,60773170
370,60773758
371,60774126
372,60775858
373,60776099
374,60777044
375,60777109
376,60778660
377,60779632
378,60780649
379,60781939
380,60784776
381,60788194
382,60788380
383,60788704
384,60789557
385,60794410
386,60798904
387,60798912
388,60799250
389,60808233
390,60809248
391,60809779
392,60812451
393,60815221
394,60817089
395,60820578
396,60820985
397,60822120
398,60824972
399,60825316
400,60826584
401,60827130
402,60828579
403,60829818
404,60831502
405,60833149
406,60833203
407,60837365
408,60837381
409,60837551
410,60837721
411,60838574
412,60838582
413,60838639
414,60838728
415,60838744
416,60841826
417,60845503
418,60848324
419,60850523
420,60851988
421,60852550
422,60852577
423,60853972
424,60855029
425,60855894
426,60855924
427,60872985
428,60873027
429,60874163
430,60874228
431,60874368
432,60874376
433,60874465
434,60876107
435,60876115
436,60878061
437,60878134
438,60882387
439,60883529
440,60885599
441,60887184
442,60887443
443,60888644
444,60888741
445,60889578
446,60889632
447,60890096
448,60890312
449,60890681
450,60890746
451,60891548
452,60891564
453,60892374
454,60892382
455,60892994
456,60894083
457,60897848
458,60898771
459,60898917
460,60899190
461,60899220
462,60899689
463,60915331
464,60920084
465,60920432
466,60922532
467,60922583
468,60927488
469,60929782
470,60930187
471,60930349
472,60931175
473,60931418
474,60931736
475,60932139
476,60932309
477,60934700
478,60935766
479,60935936
480,60936223
481,60936428
482,60936649
483,60937661
484,60937998
485,60938099
486,60951974
487,60955228
488,60955422
489,60955775
490,60956445
491,60957867
492,60957913
493,60958022
494,60958294
495,60959037
496,60959681
497,60964049
498,60972122
499,60972777
500,60973617
501,60974060
502,60975768
503,60975776
504,60976241
505,60977337
506,60977493
507,60987103
508,60995130
509,61000019
510,61001783
511,61002828
512,61002860
513,61003832
514,61006629
515,61007129
516,61007137
517,61007226
518,61007358
519,61008737
520,61009059
521,61010960
522,61014176
523,61015725
524,61015733
525,61020001
526,61020397
527,61020400
528,61020613
529,61020621
530,61020648
531,61020656
532,61020664
533,61020672
534,61020680
535,61020699
536,61020702
537,61030120
538,61030635
539,61031127
540,61031321
541,61032085
542,61032093
543,61041696
544,61042943
545,61043494
546,61043532
547,61043575
548,61053562
549,61054267
550,61054275
551,61054887
552,61056928
553,61057940
554,61059056
555,61074292
556,61080632
557,61083372
558,61085189
559,61087130
560,61092177
561,61094234
562,61097101
563,61097314
564,61098590
565,61099341
566,61099503
567,61118443
568,61118451
569,61120057
570,61120405
571,61120723
572,61122297
573,61122416
574,61122807
575,61124028
576,61124230
577,61125288
578,61128643
579,61128678
580,61128856
581,61130400
582,61132381
583,61133973
584,61134007
585,61134244
586,61135879
587,61136158
588,61136646
589,61137588
590,61138010
591,61138037
592,61138061
593,61139610
594,61140325
595,61140988
596,61143316
597,61143448
598,61143480
599,61143960
600,61144835
601,61146307
602,61146315
603,61146331
604,61147710
605,61147788
606,61147931
607,61147958
608,61147974
609,61148512
610,61148520
611,61160903
612,61160911
613,61161497
614,61161640
615,61161705
616,61173002
617,61173509
618,61173932
619,61173975
620,61174149
621,61176044
622,61177571
623,61178039
624,61178047
625,61187844
626,61208590
627,61210056
628,61214655
629,61214736
630,61215325
631,61227331
632,61228591
633,61229687
634,61229695
635,61229776
636,61230839
637,61230871
638,61230901
639,61230936
640,61230944
641,61230987
642,61231037
643,61231134
644,61231231
645,61231401
646,61231428
647,61231452
648,61233005
649,61233544
650,61233595
651,61233781
652,61234001
653,61234915
654,61234923
655,61236225
656,61236829
657,61238619
658,61238961
659,61239224
660,61240273
661,61240419
662,61241083
663,61242411
664,61242683
665,61242845
666,61242993
667,61243582
668,61245089
669,61245097
670,61245607
671,61246263
672,61246379
673,61246395
674,61247820
675,61251348
676,61252573
677,61255599
678,61256684
679,61257052
680,61257079
681,61257095
682,61259357
683,61284394
684,61284408
685,61284416
686,61284645
687,61284742
688,61284769
689,61284904
690,61287539
691,61335290
692,61340634
693,61340782
694,61341428
695,61341584
696,61341592
697,61344591
698,61345660
699,61348104
700,61348139
701,61348155
702,61348171
703,61351423
704,61351504
705,61351520
706,61351539
707,61351601
708,61353841
709,61355577
710,61357901
711,61357952
712,61362956
713,61373311
714,61373486
715,61373559
716,61374199
717,61374229
718,61375381
719,61375802
720,61379131
721,61429252
722,61429899
723,61430234
724,61431389
725,61431605
726,61431834
727,61432660
728,61432717
729,61433012
730,61433047
731,61434426
732,61434779
733,61438294
734,61438448
735,61438456
736,61438561
737,61438596
738,61441686
739,61445886
740,61448761
741,61449067
742,61449725
743,61450545
744,61450553
745,61450758
746,61452564
747,61458031
748,61458457
749,61458570
750,61470856
751,61470880
752,61470902
753,61472786
754,61472808
755,61474096
756,61474266
757,61474290
758,61474312
759,61474320
760,61478741
761,61479934
762,61490008
763,61491349
764,61491888
765,61491896
766,61493341
767,61493856
768,61535680
769,61536091
770,61537934
771,61542776
772,61544450
773,61547751
774,61551821
775,61555819
776,61558222
777,61558230
778,61558265
779,61558281
780,61560944
781,61561029
782,61561622
783,61561630
784,61562343
785,61563080
786,61567159
787,61567965
788,61568252
789,61573132
790,61575399
791,61576603
792,61578916
793,61579033
794,61579068
795,61579084
796,61579092
797,61579114
798,61579521
799,61582026
800,61582417
801,61582573
802,61582603
803,61583073
804,61583219
805,61583227
806,61583251
807,61584444
808,61584452
809,61584991
810,61624217
811,61624772
812,61624780
813,61625108
814,61625124
815,61626813
816,61626848
817,61628018
818,61628662
819,61629243
820,61632686
821,61650706
822,61651605
823,61655511
824,61655953
825,61655961
826,61655988
827,61656003
828,61658197
829,61659223
830,61659258
831,61659282
832,61660116
833,61662550
834,61662577
835,61662585
836,61662836
837,61663417
838,61665746
839,61668036
840,61668060
841,61668095
842,61668125
843,61668214
844,61670871
845,61671339
846,61671401
847,61671738
848,61671789
849,61672262
850,61672475
851,61673234
852,61673390
853,61673889
854,61684228
855,61684309
856,61687162
857,61687308
858,61688401
859,61688983
860,61689165
861,61689246
862,61689378
863,61689866
864,61690449
865,61692034
866,61697184
867,61700126
868,61701246
869,61702560
870,61702587
871,61703257
872,61703613
873,61706302
874,61706515
875,61706558
876,61706876
877,61707805
878,61707821
879,61708704
880,61709719
881,61710245
882,61710253
883,61710318
884,61711527
885,61711640
886,61713244
887,61713783
888,61714305
889,61714313
890,61714321
891,61717142
892,61718947
893,61719242
894,61719544
895,61720771
896,61721557
897,61721719
898,61721786
899,61723754
900,61724882
901,61725404
902,61726168
903,61726192
904,61726826
905,61726834
906,61727660
907,61727679
908,61728276
909,61728608
910,61728918
911,61728977
912,61730327
913,61730416
914,61730866
915,61731153
916,61731161
917,61732370
918,61733148
919,61733199
920,61733636
921,61734780
922,61734977
923,61735051
924,61735175
925,61740403
926,61744654
927,61763144
928,61766046
929,61766089
930,61766216
931,61766720
932,61767891
933,61768111
934,61771155
935,61772437
936,61773964
937,61774596
938,61778702
939,61778737
940,61778915
941,61779725
942,61779741
943,61779768
944,61779814
945,61779849
946,61782149
947,61782246
948,61783161
949,61783188
950,61783196
951,61784796
952,61791059
953,61791083
954,61791768
955,61791784
956,61792101
957,61792268
958,61797022
959,61797057
960,61797081
961,61799319
962,61799491
963,61802050
964,61802549
965,61803863
966,61804096
967,61804193
968,61804215
969,61804347
970,61808288
971,61809462
972,61824550
973,61824747
974,61825867
975,61826871
976,61826987
977,61827010
978,61827258
979,61827649
980,61833665
981,61834785
982,61836923
983,61840254
984,61840300
985,61841358
986,61843407
987,61852058
988,61852066
989,61852074
990,61853984
991,61856436
992,61857521
993,61857637
994,61864501
995,61869708
996,61875724
997,61876747
998,61876763
999,61876895
1000,61878200
1001,61885665
1002,61885681
1003,61886394
1004,61894443
1005,61894575
1006,61894591
1007,61896454
1008,61905267
1009,61906077
1010,61906220
1011,61914177
1012,61914622
1013,61914657
1014,61914681
1015,61914975
1016,61915017
1017,61915416
1018,61916048
1019,61916471
1020,61921033
1021,61921262
1022,61922315
1023,61923036
1024,61924601
1025,61926183
1026,61926515
1027,61926620
1028,61928127
1029,61928240
1030,61929387
1031,61930059
1032,61930210
1033,61931411
1034,61934364
1035,61934771
1036,61935085
1037,61935107
1038,61935123
1039,61938343
1040,61939234
1041,61939897
1042,61941026
1043,61950718
1044,61950726
1045,61953407
1046,61956953
1047,61956996
1048,61957844
